"_time",ID,BlockChannel,Category,Event,Certainty,"Response Type",Severity,Urgency,"Message Type",Area,WEAText,Headline,Description,Instruction
"2020-03-17T12:47:45.000-0500",454240036200704,"CAPEXCH
NWEM
EAS
PUBLIC
CAPEXCH
NWEM
EAS
PUBLIC","Health
Health","Shelter In Place Warning","Observed
Observed",,"Severe
Severe","Immediate
Immediate",Alert,"Santa Clara County
Santa Clara County","The Health Officer of Santa Clara County has issued a shelter-in-place order, effective 12:01 a.m. Tuesday, March 17, 2020, to help prevent the spread of COVID-19. For more information on the order, including exceptions for essential activities and FAQs, visit www.sccphd.org/cv19
El Oficial de Salud del Condado de Santa Clara emitio una orden de refugio en el lugar, vigente a las 12:01 a.m. del martes 17 de marzo de 2020, para ayudar a prevenir la propagacion de COVID-19. 
Para obtener mas informacion sobre la orden, incluidas las excepciones para actividades esenciales y preguntas frecuentes, visite www.sccphd.org/cv19","Santa Clara County Health Shelter in Place Order
Santa Clara County Health Shelter in Place Order",,
"2020-03-16T23:36:23.000-0500","OnSolve-C-08cd84b45a314a4a84bff15e53258b44","EAS
NWEM
EAS
NWEM","Safety
Safety","Law Enforcement Warning","Observed
Observed","Monitor
Monitor","Extreme
Extreme","Immediate
Immediate",Cancel,"CA California Highway Patrol
CA California Highway Patrol","SILVER ALERT. MISSING/ENDANGERED ELDERLY DETAILS AT http://chp.click/alert
SILVER ALERT. MISSING/ENDANGERED ELDERLY DETAILS AT http://chp.click/alert","Law Enforcement Warning
Law Enforcement Warning",,
"2020-03-16T20:29:11.000-0500","OnSolve-7269a83fae9140108cc688b0747cf4ea","EAS
NWEM
EAS
NWEM","Safety
Safety","Law Enforcement Warning","Observed
Observed","Monitor
Monitor","Extreme
Extreme","Immediate
Immediate",Alert,"CA California Highway Patrol
CA California Highway Patrol","SILVER ALERT. MISSING/ENDANGERED ELDERLY DETAILS AT http://chp.click/alert
SILVER ALERT. MISSING/ENDANGERED ELDERLY DETAILS AT http://chp.click/alert","Law Enforcement Warning
Law Enforcement Warning",,
"2020-03-16T19:00:17.000-0500","00131843-9E5B-499C-8DFF-33BFD09448BF","NWEM
PUBLIC
EAS",Safety,"Civil Emergency Message",Observed,Execute,Severe,Immediate,Alert,"Puerto Rico","ESTAMOS BAJO CIERRE TOTAL. PERMANEZCAN EN SUS HOGARES. ALL UNDER CURFEW-STAY HOME - NMEAD","CEM - NMEAD - Toque De Queda - Curfew","Toque de Queda - Curfew","ESTAMOS BAJO CIERRE TOTAL. WE ARE UNDER CURFEW. PERMANEZCAN EN SUS HOGARES. REMAIN AT HOME"
"2020-03-16T17:57:06.000-0500","1143776114051081-1132520200316225706012","EAS
NWEM
PUBLIC
EAS
NWEM
PUBLIC","Safety
Safety","Local Area Emergency","Observed
Observed","Shelter
Shelter","Severe
Severe","Immediate
Immediate",Alert,"Location
Location","New Health Order for Contra Costa for COVID-19 - Stay Home-No Gatherings. cchealth.org
Orden de Salud en Contra Costa para COVID-19 - Quedense en Casa-Para mas: cchealth.org","New Health Order for Contra Costa for COVID-19 - Stay Home-No Gatherings. cchealth.org
Orden de Salud en Contra Costa para COVID-19 - Quedense en Casa-Para mas: cchealth.org","New Health Order for Contra Costa for COVID-19 - Stay Home-No Gatherings. cchealth.org. New Health Order for Contra Costa for COVID-19 - Stay Home-No Gatherings. www.cchealth.org
Orden de Salud en Contra Costa para COVID-19 - Quedense en Casa-Para mas: cchealth.org",
"2020-03-16T17:53:22.000-0500","1143643114041081-1132520200316225322673","EAS
NWEM
PUBLIC
EAS
NWEM
PUBLIC","Safety
Safety","Local Area Emergency","Observed
Observed","Shelter
Shelter","Severe
Severe","Immediate
Immediate",Alert,"Location
Location","New Health Order for Contra Costa for COVID-19 - Stay Home-No Gatherings. www.cchealth.org
Orden de Salud en Contra Costa para COVID-19 - Quedense en Casa-Para mas: www.cchealth.org","New Health Order for Contra Costa for COVID-19 - Stay Home-No Gatherings. www.cchealth.org
Orden de Salud en Contra Costa para COVID-19 - Quedense en Casa-Para mas: www.cchealth.org","New Health Order for Contra Costa for COVID-19 - Stay Home-No Gatherings. www.cchealth.org. New Health Order for Contra Costa for COVID-19 - Stay Home-No Gatherings. www.cchealth.org
Orden de Salud en Contra Costa para COVID-19 - Quedense en Casa-Para mas: www.cchealth.org",
"2020-03-16T17:29:01.000-0500","OnSolve-56c49e6ce8414abeab2fa9e95f88fb3a","NWEM
NWEM","Health
Health","Local Area Emergency","Observed
Observed","Execute
Execute","Extreme
Extreme","Immediate
Immediate",Alert,"CO Summit County Government
CO Summit County Government","10pm tonight all public retail and bars/restaurants closed. Banks, grocery, pharmacy, liquor, marijuana disp., and gas stations permitted to remain open.

Midnight tonight Uber and Lyft suspended. Summit Stage suspended after all regularly scheduled routes tonight.

Hotels and shuttle services to close noon on Thursday.

https://bit.ly/2x5ePeI
10pm  todos los comercios publicos y bares/restaurantes y otros servicios publicos cerraran.

A la Medianoche, Uber y Lyft seran suspendidos. Summit Stage sera suspendido despues de todas las rutas programadas esta noche. Hoteles y servicios de transporte cerraran al mediodia del jueves.

Revisar la pagina
https://bit.ly/3d6kcLi","Local Area Emergency
Local Area Emergency","Summit County has updated the current public health order to mitigate the spread of COVID-19.

Effective 10pm tonight, all dine-in activity in all restaurants, bars and cafeterias in Summit County is prohibited. Restaurants are permitted to provide delivery and take-out options. 

All retail business locations that are open to the general public will also be required to close effective 10 p.m tonight. Banks, grocery stores, pharmacies, gas stations, liquor stores, and marijuana dispensaries will remain open. 

Effective at midnight tonight, ride share services such as Uber and Lyft, will be suspended.

Summit Stage public transit services will be suspended after the conclusion of scheduled service tonight. Buses will not resume service Tuesday morning until further notice. 

Effective at 12 noon on Thursday, March 19 all lodging businesses, including hotels, motels, timeshares and short term rentals (e.g., Airbnb, VRBO) are required to be closed.

All airport shuttle services will also be discontinued by 12 noon on Thursday, March 19.

All public safety orders are effective until further notice, when it is determined that this degree of social distancing is no longer required.

The Summit County Department of Human Services is providing support to community members who need assistance with food, medication or transportation. 

Anyone who needs help meeting basic needs should call 970-668-2940 or 970-668-2942.

For more information please tune into Summit County TV or go to www.summitcountyco.gov
El condado de Summit ha actualizado la orden actual de salud publica para mitigar la propagacion de COVID-19.

A partir de las 10 p.m. de esta noche, esta prohibida toda actividad para cenar en todos los restaurantes, bares y cafeterias del condado de Summit. Los restaurantes pueden ofrecer opciones de entrega y para llevar.

Tambien se requerira que todas las tiendas y negocios que sirven al publico cierren a partir de las 10 p.m. Los bancos, supermercados, farmacias y estaciones de servicio permaneceran abiertos.

A partir de la medianoche de esta noche, se suspenderan los servicios de viajes compartidos como Uber y Lyft.

Los servicios de transporte publico de Summit Stage se suspenderan despues de la conclusion del servicio programado esta noche. El servicio de Summit Stage permanecera suspendido durante el martes por la manana y hasta nuevo aviso.

Efectivo a las 12 del mediodia del jueves 19 de marzo, todos los negocios de alojamiento, incluidos hoteles, moteles, tiempos compartidos y alquileres a corto plazo (por ejemplo, Airbnb, VRBO) deberan cerrarse.

Todos los servicios de transporte privado al aeropuerto permaneceran activos hasta las 12 del mediodia del jueves 19 de marzo.

Todas las ordenes de seguridad publica permaneceran efectivas hasta nuevo aviso.

El Departamento de Servicios Humanos del Condado de Summit brinda apoyo a los miembros de la comunidad que necesiten asistencia con alimentos, medicamentos o transporte.

Cualquier persona que necesite ayuda para satisfacer las necesidades basicas debe llamar al 970-668-2940 o al 970-668-2942.",
"2020-03-16T10:22:37.000-0500","OnSolve-efff1a9136b1476b959c9554fb786683","NWEM
NWEM","Safety
Safety","Law Enforcement Warning","Observed
Observed","Monitor
Monitor","Extreme
Extreme","Immediate
Immediate",Alert,"TN Montgomery County Tn. E-911
TN Montgomery County Tn. E-911","Situation on Purple Heart/Bevard/S Jordan is all clear. All suspects are in custody. Refer to CPD Public Information Officer for more information.
All Suspects are in custody, situation is all clear. Refer to CPD PIO for more information","Law Enforcement Warning
Law Enforcement Warning","Situation on Purple Heart/Bevard/S Jordan is all clear. All suspects are in custody. Refer to CPD Public Information Officer for more information.
Situation on Purple Heart/Bevard/S Jordan is all clear. All suspects are in custody. Refer to CPD Public Information Officer for more information.",
"2020-03-16T09:52:04.000-0500","IINFO_7936651F2FAC4966BB9E25B1AAD79B2E_5CF42E785CD740C2BA4AE4B921103D7B_202016031452","NWEM
PUBLIC
EAS
CAPEXCH",Safety,"Local Area Emergency",Observed,,Severe,Immediate,Alert,"Bee Co, TX","Bee Co- Manhunt in progress hisp. male Redshirt and blue jeans call 911 if spotted","Bee Co- Manhunt in progress hisp. male Redshirt and blue jeans call 911 if spotted",,
"2020-03-16T07:41:59.000-0500","OnSolve-ebb9a8137e3b460a99f0bfc0376f1632","NWEM
NWEM","Safety
Safety","Law Enforcement Warning","Observed
Observed","Shelter
Shelter","Extreme
Extreme","Immediate
Immediate",Alert,"TN Montgomery County Tn. E-911
TN Montgomery County Tn. E-911","Poss armed suspects in area secure home and cars remain indoors CPD Public Information Officer will release more info when it becomes available
Poss armed suspects in area secure home and cars remain indoors CPD will release more info","Law Enforcement Warning
Law Enforcement Warning","Poss armed suspects in area of S Jordan, Purple Heart and Bevard. Pleas secure your home and cars and remain indoors. CPD Public information Officer will release more info when it becomes available
Poss armed suspects in area of S Jordan, Purple Heart and Bevard. Pleas secure your home and cars and remain indoors. CPD Public information Officer will release more info when it becomes available",
"2020-03-15T20:50:54.000-0500","OnSolve-668066ff488c40969919e70ea666a34e","NWEM
NWEM","Health
Health","Civil Emergency Message","Observed
Observed","Execute
Execute","Extreme
Extreme","Immediate
Immediate",Alert,"CO Summit County Government
CO Summit County Government","Effective at 10pm the Summit County Public Health Director has issued a Public Health Order. 

This Order prohibits all large gatherings and events of more than 50 people.
  
Gatherings of less than 50 attendees are also prohibited unless measures are taken by event organizers to minimize risk.

For greater details https://bit.ly/2vpkxb9
A las 10pm de esta noche y hasta nuevo aviso, el Director de Salud Publica del Condado de Summit ha emitido una Orden de Salud Publica.

Esta Orden prohibe todas las reuniones y eventos de mas de 50 personas al menos que los organizadores del evento tomen medidas cautelares.

Para mas informacion revisar la pagina https://bit.ly/39OES8F","Civil Emergency Message
Civil Emergency Message","Effective at 10pm, and until further notice, the Summit County Public Health Director has issued a Public Health Order. 

This Order prohibits all large gatherings and events of more than 50 people.
  
Gatherings of less than 50 attendees are also prohibited unless measures are taken by event organizers to minimize risk.

For detailed information go to https://bit.ly/2vpkxb9
A las 10pm de esta noche y hasta nuevo aviso, el Director de Salud Publica del Condado de Summit ha emitido una Orden de Salud Publica.

Esta Orden prohibe todas las reuniones y eventos de mas de 50 personas.

Las reuniones de menos de 50 personas tambien estan prohibidas al menos que los organizadores del evento tomen medidas cautelares para minimizar el riesgo.

Para mas informacion revisar la pagina https://bit.ly/39OES8F",
"2020-03-15T19:15:05.000-0500","DE5BCDDB-17C4-4DFF-B4F2-1BBC123F72D6","PUBLIC
EAS
NWEM",Safety,"Civil Emergency Message",Observed,Prepare,Severe,Immediate,Alert,"Puerto Rico","Gobernadora decreta CIERRE TOTAL en PR desde 9PM-TODOS A CASA. CURFEW IN PLACE 9PM - NMEAD","CEM - NMEAD - Toque De Queda 9pm a 5am","Toque de Queda - Curfew 9PM - 5AM","Gobernadora decreta CIERRE TOTAL en PR a partir de 9PM - TODOS A CASA"
